Date,Silver_Predicted,Silver_Actual
2024-07-12,28.2348,30.886
2024-07-15,28.0073,30.672
2024-07-16,28.2699,31.195
2024-07-17,28.1009,30.137
2024-07-18,27.6925,29.995
2024-07-19,26.9394,29.088
2024-07-22,26.9049,29.124
2024-07-23,26.9889,29.132
2024-07-24,26.8684,29.116
2024-07-25,26.4415,27.807
2024-07-26,26.5162,27.86
2024-07-29,26.2415,27.703
2024-07-30,26.3976,28.365
2024-07-31,26.8524,28.778
2024-08-01,26.6305,28.331
2024-08-02,26.624,28.246
2024-08-05,26.1386,27.076
2024-08-06,26.0348,27.096
2024-08-07,25.734,26.83
2024-08-08,25.9878,27.5
2024-08-09,26.2235,27.487
2024-08-12,26.7868,27.917
2024-08-13,26.7088,27.695
2024-08-14,26.3647,27.254
2024-08-15,26.7273,28.342
2024-08-16,27.0989,28.778
2024-08-19,27.3605,29.24
2024-08-20,27.3675,29.455
2024-08-21,27.5083,29.476
2024-08-22,27.0365,29.006
2024-08-23,27.5498,29.786
2024-08-26,27.7256,29.977
2024-08-27,27.7891,29.951
2024-08-28,27.3082,29.176
2024-08-29,27.5719,29.557
2024-08-30,27.2743,28.731
2024-09-03,26.8122,27.951
2024-09-04,26.7691,28.167
2024-09-05,27.1514,28.72
2024-09-06,26.7339,27.808
2024-09-09,27.093,28.291
2024-09-10,26.9034,28.257
2024-09-11,27.0113,28.563
2024-09-12,27.5989,29.743
2024-09-13,27.9681,30.699
2024-09-16,28.2076,30.771
2024-09-17,28.1279,30.619
2024-09-18,28.3096,30.341
2024-09-19,28.6315,31.094
2024-09-20,28.834,31.176
2024-09-23,28.8927,30.767
2024-09-24,29.507,32.111
2024-09-25,29.5252,31.698
2024-09-26,29.9584,32.025
2024-09-27,29.6752,31.519
2024-09-30,29.4764,31.164
2024-10-01,29.7264,31.445
2024-10-02,29.5864,31.628
2024-10-03,29.4939,32.189
2024-10-04,29.5122,32.128
2024-10-07,29.43,31.745
2024-10-08,28.8462,30.355
2024-10-09,28.6344,30.425
2024-10-10,28.7733,31.005
2024-10-11,29.2808,31.52
2024-10-14,29.0297,31.083
2024-10-15,28.9701,31.527
2024-10-16,29.1466,31.76
2024-10-17,29.1643,31.573
2024-10-18,29.5635,33.032
2024-10-21,29.6154,33.869
2024-10-22,29.8796,34.831
2024-10-23,29.5329,33.64
2024-10-24,29.6821,33.611
2024-10-25,29.7947,33.603
2024-10-28,29.8292,33.83
2024-10-29,29.9442,34.269
2024-10-30,29.9743,33.914
2024-10-31,29.6117,32.653
2024-11-01,29.7547,32.542
2024-11-04,29.893,32.48
2024-11-05,30.0538,32.655
2024-11-06,28.8527,31.221
2024-11-07,29.7119,31.765
2024-11-08,29.2981,31.359
2024-11-11,28.4099,30.54
2024-11-12,28.115,30.686
2024-11-13,27.8411,30.59
2024-11-14,27.8271,30.508
2024-11-15,27.7589,30.371
2024-11-18,28.2226,31.163
2024-11-19,28.3348,31.208
2024-11-20,28.4656,30.956
2024-11-21,28.4906,30.912
2024-11-22,28.7395,31.309
2024-11-25,28.0993,30.21
2024-11-26,27.9034,30.388
2024-11-27,28.2063,30.111
2024-11-29,28.3949,30.685
2024-12-02,28.2215,30.449
2024-12-03,28.5885,31.077
2024-12-04,28.6242,31.505
2024-12-05,28.3817,31.134
2024-12-06,28.52,31.186
2024-12-09,28.943,32.216
2024-12-10,29.274,32.363
2024-12-11,29.4614,32.562
2024-12-12,29.03,31.228
2024-12-13,28.7585,30.655
2024-12-16,28.6321,30.697
2024-12-17,28.386,30.573
2024-12-18,28.3059,30.41
2024-12-19,27.7561,29.094
2024-12-20,28.0782,29.66
2024-12-23,27.8721,29.888
2024-12-24,27.9592,29.974
2024-12-26,28.2815,30.047
2024-12-27,28.1096,29.655
2024-12-30,27.84,29.106
2024-12-31,27.9283,28.94
